Date,Location,AQI,NO2,SO2,PM2.5,PM10
2020-05-12,"Karimnagar, Telangana, India",305,19.43916666666667,10.323333333333332,126.71458333333332,138.90916666666666
2020-05-12,"Khammam, Telangana, India",276,4.602083333333333,3.6387499999999995,112.92916666666666,119.24208333333333
2020-05-12,"Nizamabad, Telangana, India",231,11.302083333333334,11.04875,99.36375,111.80250000000001
2020-05-12,"Warangal, Telangana, India",305,12.671666666666667,3.7475,126.01583333333333,136.10166666666666
2020-06-12,"Adilabad, Telangana, India",125,10.043750000000001,10.535833333333333,67.54958333333333,72.92875
2020-06-12,"Karimnagar, Telangana, India",312,18.67625,7.3975,135.61958333333334,147.32958333333332
2020-06-12,"Khammam, Telangana, India",237,3.680416666666667,2.43125,101.22625,106.26583333333333
2020-06-12,"Nizamabad, Telangana, India",269,8.19,11.07,110.57208333333334,121.18374999999999
2020-06-12,"Warangal, Telangana, India",289,15.937083333333334,2.7895833333333333,116.80958333333332,125.83541666666667
2020-07-12,"Adilabad, Telangana, India",276,15.52125,32.11875,112.94166666666666,121.04708333333333
2020-07-12,"Karimnagar, Telangana, India",301,26.520833333333332,16.524166666666666,120.70833333333333,134.08333333333334
2020-07-12,"Khammam, Telangana, India",187,4.167916666666667,2.9070833333333335,86.23666666666666,91.66333333333334
2020-07-12,"Nizamabad, Telangana, India",306,12.188333333333333,8.913333333333332,127.91333333333334,143.03166666666667
2020-07-12,"Warangal, Telangana, India",206,12.323749999999999,4.862916666666666,91.85333333333334,100.63666666666667
2020-08-12,"Adilabad, Telangana, India",290,13.354166666666666,12.028333333333334,116.97083333333335,125.91875
2020-08-12,"Karimnagar, Telangana, India",221,19.922083333333333,6.66375,96.20083333333334,109.32416666666666
2020-08-12,"Khammam, Telangana, India",174,6.0095833333333335,5.714583333333333,82.24958333333333,88.54249999999999
2020-08-12,"Nizamabad, Telangana, India",306,11.471666666666666,11.410416666666668,127.31375000000001,142.14416666666668
2020-08-12,"Warangal, Telangana, India",166,16.502083333333335,6.904166666666666,79.74374999999999,89.25916666666667
2020-09-12,"Adilabad, Telangana, India",262,14.865,28.109583333333333,108.69625,116.8
2020-09-12,"Karimnagar, Telangana, India",151,20.920416666666668,7.970416666666667,75.2025,86.42791666666666
2020-09-12,"Khammam, Telangana, India",217,8.772499999999999,6.122083333333333,95.15208333333332,102.45958333333333
2020-09-12,"Nizamabad, Telangana, India",158,10.818333333333333,6.921666666666667,77.40916666666666,89.55958333333332
2020-09-12,"Warangal, Telangana, India",181,20.27541666666667,7.56125,84.17166666666667,95.10041666666666
2020-10-12,"Adilabad, Telangana, India",269,14.056666666666667,26.494583333333335,110.59458333333333,119.695
2020-10-12,"Karimnagar, Telangana, India",182,20.37125,7.98,84.72875,96.39874999999999
2020-10-12,"Khammam, Telangana, India",311,10.196250000000001,8.908333333333335,134.9375,145.33499999999998
2020-10-12,"Nizamabad, Telangana, India",187,10.866666666666667,14.4125,86.05416666666667,98.09791666666666
2020-10-12,"Warangal, Telangana, India",201,13.956666666666669,5.944583333333334,90.31333333333333,98.82375
2020-11-12,"Adilabad, Telangana, India",229,14.597083333333332,16.365,98.55541666666666,107.42708333333333
2020-11-12,"Karimnagar, Telangana, India",253,13.419166666666667,5.540416666666666,105.99833333333333,116.54916666666665
2020-11-12,"Khammam, Telangana, India",319,8.184999999999999,5.519583333333333,144.79541666666668,155.30625
2020-11-12,"Nizamabad, Telangana, India",224,6.774583333333333,4.8775,97.23916666666666,106.51166666666666
2020-11-12,"Warangal, Telangana, India",288,10.564166666666667,5.058333333333334,116.5125,126.03500000000001
2020-11-25,"Adilabad, Telangana, India",319,10.626666666666667,19.421666666666667,144.4311111111111,152.1772222222222
2020-11-25,"Karimnagar, Telangana, India",294,21.012777777777778,16.323888888888888,118.125,129.29555555555555
2020-11-25,"Khammam, Telangana, India",146,3.1038888888888887,1.7633333333333334,73.84666666666666,78.185
2020-11-25,"Nizamabad, Telangana, India",274,6.367222222222222,6.652777777777778,112.07722222222223,121.74444444444445
2020-11-25,"Warangal, Telangana, India",171,15.222222222222221,3.5233333333333334,81.20833333333333,89.94555555555556
2020-11-26,"Adilabad, Telangana, India",326,10.84375,18.90833333333333,153.72708333333335,159.73208333333332
2020-11-26,"Karimnagar, Telangana, India",180,14.3575,12.874583333333332,84.0325,91.02374999999999
2020-11-26,"Khammam, Telangana, India",81,1.8129166666666667,0.7404166666666667,48.497083333333336,49.358333333333334
2020-11-26,"Nizamabad, Telangana, India",288,6.569583333333334,8.708333333333334,116.27583333333332,123.02208333333334
2020-11-26,"Warangal, Telangana, India",75,6.677499999999999,1.1241666666666668,44.762499999999996,47.93958333333333
2020-11-27,"Adilabad, Telangana, India",305,18.614583333333332,39.19125,126.05375000000001,129.97666666666666
2020-11-27,"Karimnagar, Telangana, India",305,17.315,27.944166666666668,126.63875,129.76791666666668
2020-11-27,"Khammam, Telangana, India",42,1.5029166666666667,0.315,19.996666666666666,20.413333333333334
2020-11-27,"Nizamabad, Telangana, India",266,6.894166666666667,15.289166666666667,109.83208333333333,112.41125
2020-11-27,"Warangal, Telangana, India",106,2.5679166666666666,0.8808333333333334,61.82666666666666,63.01333333333333
2020-11-28,"Adilabad, Telangana, India",140,9.711666666666668,20.12291666666667,71.88125000000001,75.38250000000001
2020-11-28,"Karimnagar, Telangana, India",180,5.58875,5.7075000000000005,83.93666666666667,86.18458333333334
2020-11-28,"Khammam, Telangana, India",94,2.15375,0.9758333333333333,56.66041666666667,57.600833333333334
2020-11-28,"Nizamabad, Telangana, India",239,3.16625,6.947500000000001,101.8275,104.13291666666667
2020-11-28,"Warangal, Telangana, India",85,4.214166666666666,1.0791666666666666,50.92291666666667,52.814166666666665
2020-11-29,"Adilabad, Telangana, India",82,7.84,6.352916666666666,49.23083333333334,53.259166666666665
2020-11-29,"Karimnagar, Telangana, India",120,9.879999999999999,5.876250000000001,65.96666666666667,70.99458333333334
2020-11-29,"Khammam, Telangana, India",83,4.854166666666667,0.8658333333333333,49.943749999999994,52.90833333333334
2020-11-29,"Nizamabad, Telangana, India",111,7.15375,2.15125,63.432500000000005,70.35375
2020-11-29,"Warangal, Telangana, India",104,12.817083333333334,2.0654166666666667,61.30916666666667,65.80499999999999
2020-12-12,"Adilabad, Telangana, India",304,8.41,8.439583333333333,124.72500000000001,132.81
2020-12-12,"Karimnagar, Telangana, India",307,7.145416666666667,4.529999999999999,128.52375,137.07874999999999
2020-12-12,"Khammam, Telangana, India",335,7.409583333333333,5.560416666666667,164.97958333333332,174.54874999999998
2020-12-12,"Nizamabad, Telangana, India",277,5.125416666666667,4.838333333333334,112.97500000000001,120.70083333333334
2020-12-12,"Warangal, Telangana, India",317,5.473333333333334,5.4437500000000005,141.50833333333333,149.73375000000001
2020-12-13,"Adilabad, Telangana, India",315,17.722916666666666,33.99208333333333,140.12083333333334,148.93958333333333
2020-12-13,"Karimnagar, Telangana, India",320,6.517083333333333,4.453333333333333,145.49708333333334,154.01333333333332
2020-12-13,"Khammam, Telangana, India",339,6.71125,6.605416666666667,170.8025,180.92625
2020-12-13,"Nizamabad, Telangana, India",312,6.27625,4.20625,135.38458333333332,145.23458333333335
2020-12-13,"Warangal, Telangana, India",323,5.080416666666666,3.530416666666667,150.1925,158.03791666666666
2020-12-14,"Adilabad, Telangana, India",330,17.852916666666665,21.631666666666664,158.74208333333334,168.19208333333333
2020-12-14,"Karimnagar, Telangana, India",314,5.973333333333334,4.237916666666667,138.0975,146.24875
2020-12-14,"Khammam, Telangana, India",329,7.637916666666667,4.174166666666666,157.13916666666668,168.02625
2020-12-14,"Nizamabad, Telangana, India",312,7.487916666666667,3.8891666666666667,136.12083333333334,147.59708333333333
2020-12-14,"Warangal, Telangana, India",322,4.689583333333333,6.697083333333333,148.98333333333332,157.26458333333332
2020-12-15,"Adilabad, Telangana, India",314,7.041666666666667,8.0325,138.55166666666665,146.0825
2020-12-15,"Karimnagar, Telangana, India",293,5.527083333333333,5.815416666666667,117.75249999999998,125.16625
2020-12-15,"Khammam, Telangana, India",301,7.61875,3.18375,120.97208333333334,129.06125
2020-12-15,"Nizamabad, Telangana, India",258,4.024583333333333,3.0704166666666666,107.49083333333334,114.80958333333332
2020-12-15,"Warangal, Telangana, India",308,8.392083333333334,8.044583333333334,129.77208333333334,138.2095833333333
2020-12-16,"Adilabad, Telangana, India",250,12.280833333333334,7.43,104.94,111.90791666666667
2020-12-16,"Karimnagar, Telangana, India",288,10.32,5.0441666666666665,116.53916666666667,127.24791666666667
2020-12-16,"Khammam, Telangana, India",284,4.93375,4.455,115.20375,122.55125000000001
2020-12-16,"Nizamabad, Telangana, India",229,3.985416666666667,3.1466666666666665,98.84249999999999,106.25208333333335
2020-12-16,"Warangal, Telangana, India",305,11.807916666666666,5.781666666666666,126.22791666666666,136.7825
2020-12-17,"Adilabad, Telangana, India",308,10.899583333333332,12.999166666666667,131.02125,137.61958333333334
2020-12-17,"Karimnagar, Telangana, India",308,16.918333333333333,17.056250000000002,130.54708333333332,141.39000000000001
2020-12-17,"Khammam, Telangana, India",210,7.271249999999999,2.5829166666666667,93.00750000000001,101.46333333333334
2020-12-17,"Nizamabad, Telangana, India",304,6.930416666666667,8.5325,124.84833333333334,135.72791666666666
2020-12-17,"Warangal, Telangana, India",261,7.822083333333333,5.303333333333334,108.17291666666667,117.12916666666666
2020-12-18,"Adilabad, Telangana, India",180,11.831249999999999,9.35375,84.07916666666667,89.49624999999999
2020-12-18,"Karimnagar, Telangana, India",254,19.974583333333335,16.311666666666667,106.30000000000001,115.35291666666667
2020-12-18,"Khammam, Telangana, India",303,8.572083333333333,3.0258333333333334,124.00083333333333,133.16958333333332
2020-12-18,"Nizamabad, Telangana, India",245,10.35,6.78125,103.57166666666666,114.30083333333333
2020-12-18,"Warangal, Telangana, India",307,9.837083333333334,4.6866666666666665,129.49583333333334,136.78083333333333
2020-12-19,"Adilabad, Telangana, India",101,9.334583333333333,10.345416666666667,60.31708333333333,65.56916666666667
2020-12-19,"Karimnagar, Telangana, India",114,12.472083333333334,10.880416666666667,64.07083333333333,71.18583333333333
2020-12-19,"Khammam, Telangana, India",313,7.40125,2.757083333333333,136.875,145.0275
2020-12-19,"Nizamabad, Telangana, India",128,7.085,8.913333333333334,68.25166666666667,75.79166666666667
2020-12-19,"Warangal, Telangana, India",138,6.302083333333333,4.5175,71.39541666666666,76.60083333333334
2020-12-20,"Adilabad, Telangana, India",77,9.700833333333334,15.242916666666666,46.19083333333333,51.11416666666667
2020-12-20,"Karimnagar, Telangana, India",88,14.799166666666668,16.888749999999998,52.62666666666667,59.534166666666664
2020-12-20,"Khammam, Telangana, India",283,6.389166666666667,3.1300000000000003,114.89583333333333,121.61708333333333
2020-12-20,"Nizamabad, Telangana, India",84,8.159583333333334,8.616249999999999,50.647083333333335,57.79541666666666
2020-12-20,"Warangal, Telangana, India",105,4.628333333333333,5.554166666666667,61.3775,65.80875
2020-12-21,"Adilabad, Telangana, India",63,13.86625,14.48375,37.7025,44.53125
2020-12-21,"Karimnagar, Telangana, India",109,24.169583333333335,25.51083333333333,62.675,73.55458333333334
2020-12-21,"Khammam, Telangana, India",171,7.445833333333334,5.7025,81.21000000000001,88.19916666666666
2020-12-21,"Nizamabad, Telangana, India",80,9.97625,9.387916666666667,48.04083333333333,59.427083333333336
2020-12-21,"Warangal, Telangana, India",90,8.430833333333334,6.7625,54.20291666666666,61.01833333333334
2020-12-22,"Adilabad, Telangana, India",77,15.494166666666667,14.367083333333333,45.99041666666667,53.45583333333334
2020-12-22,"Karimnagar, Telangana, India",146,31.045416666666668,23.5475,73.86583333333333,87.63333333333333
2020-12-22,"Khammam, Telangana, India",278,8.68375,6.603333333333333,113.49916666666667,123.78666666666666
2020-12-22,"Nizamabad, Telangana, India",121,12.053333333333333,9.2025,66.3975,81.98125
2020-12-22,"Warangal, Telangana, India",100,15.092083333333333,7.629583333333334,60.07708333333333,69.52875
2020-12-23,"Adilabad, Telangana, India",117,16.166666666666668,20.25583333333333,65.19125,72.88250000000001
2020-12-23,"Karimnagar, Telangana, India",210,29.18125,22.596666666666664,92.88208333333334,107.15708333333333
2020-12-23,"Khammam, Telangana, India",328,10.140416666666667,8.716666666666667,156.31166666666667,169.45583333333332
2020-12-23,"Nizamabad, Telangana, India",203,11.7325,15.35375,90.86791666666666,104.74166666666667
2020-12-23,"Warangal, Telangana, India",141,15.777083333333332,7.0183333333333335,72.15875,82.51458333333333
2020-12-24,"Adilabad, Telangana, India",196,16.642083333333336,20.424583333333334,88.77416666666666,96.41666666666667
2020-12-24,"Karimnagar, Telangana, India",308,13.562916666666668,5.252916666666667,130.30499999999998,142.5525
2020-12-24,"Khammam, Telangana, India",314,7.68125,5.781666666666667,138.76833333333335,149.35458333333332
2020-12-24,"Nizamabad, Telangana, India",311,8.914583333333333,6.899166666666667,133.83374999999998,147.76833333333335
2020-12-24,"Warangal, Telangana, India",318,13.235833333333334,5.519166666666667,143.62041666666667,157.35875000000001
2020-12-25,"Adilabad, Telangana, India",293,18.004583333333333,30.240416666666665,117.82125,126.29916666666666
2020-12-25,"Karimnagar, Telangana, India",314,26.7125,24.398333333333333,137.90583333333333,153.87833333333333
2020-12-25,"Khammam, Telangana, India",320,6.035416666666667,6.842916666666666,145.36624999999998,155.40291666666667
2020-12-25,"Nizamabad, Telangana, India",311,11.830833333333333,11.247916666666667,134.65791666666667,150.49458333333334
2020-12-25,"Warangal, Telangana, India",314,11.969166666666666,6.983333333333333,137.845,151.00208333333333
2020-12-26,"Adilabad, Telangana, India",300,12.869583333333333,25.498333333333335,120.17916666666667,128.68333333333334
2020-12-26,"Karimnagar, Telangana, India",315,23.108333333333334,22.159166666666668,139.42000000000002,153.1675
2020-12-26,"Khammam, Telangana, India",342,7.601666666666667,5.6033333333333335,174.26708333333332,184.9
2020-12-26,"Nizamabad, Telangana, India",302,9.146666666666667,14.082500000000001,122.84416666666665,135.83124999999998
2020-12-26,"Warangal, Telangana, India",309,14.84375,8.115416666666667,131.43958333333333,143.15791666666667
2020-12-27,"Adilabad, Telangana, India",253,11.790416666666667,26.515833333333333,105.79791666666667,113.68333333333334
2020-12-27,"Karimnagar, Telangana, India",325,22.133333333333333,22.009166666666665,152.58333333333334,166.88375000000002
2020-12-27,"Khammam, Telangana, India",365,8.700416666666667,8.053749999999999,205.08791666666664,217.8391666666667
2020-12-27,"Nizamabad, Telangana, India",305,10.508333333333333,12.37625,126.21458333333334,139.21333333333334
2020-12-27,"Warangal, Telangana, India",301,12.738750000000001,8.592916666666666,120.95583333333333,131.06958333333333
2020-12-28,"Adilabad, Telangana, India",293,12.544583333333334,13.902916666666668,117.94708333333334,124.95291666666667
2020-12-28,"Karimnagar, Telangana, India",315,15.002916666666666,5.223333333333334,139.70166666666668,152.22375
2020-12-28,"Khammam, Telangana, India",386,9.971666666666668,4.7125,231.40041666666664,244.78458333333333
2020-12-28,"Nizamabad, Telangana, India",290,5.940416666666667,5.452083333333333,116.92625,126.15833333333335
2020-12-28,"Warangal, Telangana, India",353,15.793333333333335,4.4487499999999995,188.27583333333334,201.45041666666668
2020-12-29,"Adilabad, Telangana, India",199,10.001666666666667,8.945416666666667,89.77083333333333,95.66416666666667
2020-12-29,"Karimnagar, Telangana, India",351,13.2375,4.91625,186.86916666666667,200.8504166666667
2020-12-29,"Khammam, Telangana, India",366,9.559166666666666,4.7375,205.71458333333334,217.91666666666666
2020-12-29,"Nizamabad, Telangana, India",314,5.77875,4.556666666666667,138.62583333333333,148.73166666666665
2020-12-29,"Warangal, Telangana, India",371,10.705416666666666,7.0754166666666665,211.82125,225.13291666666666
2020-12-30,"Adilabad, Telangana, India",317,10.737916666666665,12.835833333333333,142.10166666666666,150.63083333333333
2020-12-30,"Karimnagar, Telangana, India",345,8.596666666666668,7.762083333333333,179.06833333333333,192.07500000000002
2020-12-30,"Khammam, Telangana, India",335,5.559166666666667,7.477083333333333,165.22833333333332,174.96583333333334
2020-12-30,"Nizamabad, Telangana, India",317,4.156666666666667,4.391666666666667,142.53291666666667,151.76916666666668
2020-12-30,"Warangal, Telangana, India",343,10.3175,9.8925,175.54958333333335,188.57208333333332
2021-01-01,"Adilabad, Telangana, India",317,8.906666666666666,15.402916666666668,141.68833333333333,150.01083333333332
2021-01-01,"Karimnagar, Telangana, India",343,12.824166666666667,7.370833333333333,175.3529166666667,192.985
2021-01-01,"Khammam, Telangana, India",350,5.4425,7.26875,184.67166666666668,195.64291666666668
2021-01-01,"Nizamabad, Telangana, India",326,5.49875,5.3620833333333335,153.77374999999998,167.85083333333333
2021-01-01,"Warangal, Telangana, India",347,12.563333333333333,9.462083333333332,181.2566666666667,196.68625
2021-01-02,"Adilabad, Telangana, India",152,9.330833333333333,17.342916666666667,75.60291666666666,82.2375
2021-01-02,"Karimnagar, Telangana, India",203,13.50375,13.220416666666667,91.01583333333332,100.275
2021-01-02,"Khammam, Telangana, India",300,5.899583333333333,4.277916666666666,120.51458333333333,126.76125
2021-01-02,"Nizamabad, Telangana, India",177,7.145,10.069583333333332,83.00666666666666,93.25208333333333
2021-01-02,"Warangal, Telangana, India",279,8.334166666666667,5.129583333333334,113.70291666666665,122.76666666666667
2021-01-03,"Adilabad, Telangana, India",70,11.585416666666665,8.938333333333334,42.150416666666665,54.596666666666664
2021-01-03,"Karimnagar, Telangana, India",127,23.1825,11.171666666666667,67.97166666666668,85.50625
2021-01-03,"Khammam, Telangana, India",89,6.812083333333334,6.784583333333334,53.66041666666666,61.905833333333334
2021-01-03,"Nizamabad, Telangana, India",85,12.334583333333333,5.17375,51.030833333333334,67.93791666666667
2021-01-03,"Warangal, Telangana, India",141,10.672500000000001,5.300416666666667,72.30375,82.46458333333332
2021-01-04,"Adilabad, Telangana, India",161,8.289166666666667,10.712083333333332,76.07916666666667,191.17333333333335
2021-01-04,"Karimnagar, Telangana, India",126,9.198333333333332,7.552083333333333,63.346250000000005,138.62208333333334
2021-01-04,"Khammam, Telangana, India",125,4.7491666666666665,8.6775,67.44333333333333,119.26458333333333
2021-01-04,"Nizamabad, Telangana, India",146,7.9816666666666665,7.109583333333334,72.52499999999999,169.67583333333334
2021-01-04,"Warangal, Telangana, India",117,7.782916666666666,5.733333333333333,58.82958333333334,126.20541666666666
2021-01-05,"Adilabad, Telangana, India",91,6.535833333333334,7.49625,51.87916666666666,63.41583333333333
2021-01-05,"Karimnagar, Telangana, India",82,3.7325,7.573333333333333,34.229166666666664,44.17583333333333
2021-01-05,"Khammam, Telangana, India",72,4.499583333333333,7.187916666666666,27.432916666666667,37.54833333333333
2021-01-05,"Nizamabad, Telangana, India",86,3.765416666666667,4.492916666666667,50.785,62.1975
2021-01-05,"Warangal, Telangana, India",73,5.047916666666667,6.165833333333333,31.485833333333332,41.33166666666666
2021-01-06,"Adilabad, Telangana, India",69,5.678333333333334,5.160416666666667,16.850416666666668,23.208750000000002
2021-01-06,"Karimnagar, Telangana, India",86,4.74875,5.537916666666667,17.96375,23.075833333333335
2021-01-06,"Khammam, Telangana, India",74,4.11125,5.13,24.376666666666665,28.2975
2021-01-06,"Nizamabad, Telangana, India",80,2.7283333333333335,3.3970833333333332,21.900833333333335,26.9875
2021-01-06,"Warangal, Telangana, India",69,5.61,2.0541666666666667,19.30625,24.922083333333333
2021-01-07,"Adilabad, Telangana, India",28,6.00875,2.537916666666667,8.102083333333333,9.441666666666666
2021-01-07,"Karimnagar, Telangana, India",36,8.399166666666666,4.215416666666666,16.086666666666666,19.274583333333336
2021-01-07,"Khammam, Telangana, India",61,11.637916666666667,13.422500000000001,36.386250000000004,40.43375
2021-01-07,"Nizamabad, Telangana, India",28,6.819166666666667,3.9566666666666666,10.864166666666666,13.1475
2021-01-07,"Warangal, Telangana, India",38,5.982083333333334,1.7395833333333333,15.711666666666666,18.865000000000002
2021-01-08,"Adilabad, Telangana, India",31,3.65,2.8341666666666665,8.259166666666667,10.73125
2021-01-08,"Karimnagar, Telangana, India",36,2.6341666666666668,1.7629166666666665,4.726666666666667,6.782916666666666
2021-01-08,"Khammam, Telangana, India",33,2.66875,1.1808333333333334,4.314166666666667,6.339166666666666
2021-01-08,"Nizamabad, Telangana, India",34,2.8966666666666665,2.8691666666666666,5.8,8.127916666666666
2021-01-08,"Warangal, Telangana, India",33,2.348333333333333,0.7079166666666666,4.546666666666667,6.879583333333334
2021-01-09,"Adilabad, Telangana, India",34,4.233333333333333,1.4341666666666666,12.039166666666667,12.846666666666668
2021-01-09,"Karimnagar, Telangana, India",37,4.497916666666667,2.3641666666666663,9.763333333333334,11.179583333333333
2021-01-09,"Khammam, Telangana, India",59,6.015833333333334,5.708333333333333,35.53583333333333,37.632083333333334
2021-01-09,"Nizamabad, Telangana, India",24,6.01875,1.6366666666666665,11.521666666666667,15.041666666666666
2021-01-09,"Warangal, Telangana, India",36,5.150416666666667,2.0525,18.581666666666667,20.0125
2021-01-10,"Adilabad, Telangana, India",68,8.935416666666667,3.6783333333333332,41.03,44.39
2021-01-10,"Karimnagar, Telangana, India",84,13.639166666666666,4.694583333333333,50.10958333333333,57.93916666666667
2021-01-10,"Khammam, Telangana, India",86,4.729166666666667,1.65625,51.721250000000005,54.959583333333335
2021-01-10,"Nizamabad, Telangana, India",45,5.7508333333333335,1.3666666666666667,26.715,32.84875
2021-01-10,"Warangal, Telangana, India",111,5.851666666666667,3.0583333333333336,63.31625,66.75333333333333
2021-01-11,"Adilabad, Telangana, India",140,11.311666666666667,11.024583333333332,71.94375000000001,80.7025
2021-01-11,"Karimnagar, Telangana, India",310,18.17875,20.322499999999998,133.18958333333333,148.01333333333335
2021-01-11,"Khammam, Telangana, India",42,3.9083333333333337,0.9995833333333333,25.240833333333335,26.58125
2021-01-11,"Nizamabad, Telangana, India",158,6.93125,4.60125,77.51333333333334,89.82791666666668
2021-01-11,"Warangal, Telangana, India",102,5.726249999999999,2.2391666666666667,60.65208333333334,65.30375000000001
2021-01-12,"Adilabad, Telangana, India",343,9.654583333333333,19.01375,176.0925,185.66833333333332
2021-01-12,"Karimnagar, Telangana, India",326,11.720833333333333,11.53875,154.0225,166.64375
2021-01-12,"Khammam, Telangana, India",310,3.95875,8.040416666666667,133.63875000000002,141.69
2021-01-12,"Nizamabad, Telangana, India",317,5.652916666666666,5.630416666666667,142.38583333333332,153.89916666666667
2021-01-12,"Warangal, Telangana, India",320,16.717916666666667,8.259166666666667,146.11124999999998,160.84791666666666
2021-01-13,"Adilabad, Telangana, India",210,15.041666666666666,10.061666666666667,92.88000000000001,100.4825
2021-01-13,"Karimnagar, Telangana, India",321,26.18625,11.33625,147.18,161.99666666666667
2021-01-13,"Khammam, Telangana, India",167,9.580833333333333,2.8941666666666666,80.14291666666666,90.36833333333334
2021-01-13,"Nizamabad, Telangana, India",316,11.232916666666666,7.699583333333333,140.5075,156.32083333333335
2021-01-13,"Warangal, Telangana, India",268,10.54375,4.479583333333333,110.50791666666666,120.41458333333333
2021-01-14,"Adilabad, Telangana, India",134,12.777083333333334,20.449583333333333,70.26541666666667,77.40458333333333
2021-01-14,"Karimnagar, Telangana, India",232,21.440833333333334,8.616666666666667,99.54791666666667,113.60416666666667
2021-01-14,"Khammam, Telangana, India",278,8.129999999999999,6.172083333333334,113.41083333333334,124.525
2021-01-14,"Nizamabad, Telangana, India",241,7.823333333333333,10.70125,102.37291666666667,115.69333333333333
2021-01-14,"Warangal, Telangana, India",220,13.233333333333334,5.390833333333334,96.14208333333333,107.25625
2021-01-15,"Adilabad, Telangana, India",87,11.74625,20.339583333333334,51.117916666666666,56.70541666666667
2021-01-15,"Karimnagar, Telangana, India",149,22.946250000000003,9.272916666666667,74.70458333333333,86.94791666666667
2021-01-15,"Khammam, Telangana, India",324,10.76,7.434166666666666,151.08166666666668,163.87666666666667
2021-01-15,"Nizamabad, Telangana, India",153,7.589166666666666,12.66625,75.97541666666666,87.48208333333334
2021-01-15,"Warangal, Telangana, India",140,14.487083333333333,6.472916666666667,71.93541666666667,82.00208333333333
2021-01-16,"Adilabad, Telangana, India",130,7.934583333333332,24.036666666666665,68.97625000000001,74.02708333333334
2021-01-16,"Karimnagar, Telangana, India",158,15.5875,5.670416666666666,77.3925,88.63374999999999
2021-01-16,"Khammam, Telangana, India",291,8.970833333333333,6.463333333333333,117.305,128.20499999999998
2021-01-16,"Nizamabad, Telangana, India",138,5.895416666666667,11.78375,71.28166666666667,79.63625
2021-01-16,"Warangal, Telangana, India",190,12.987083333333333,4.51375,86.93875,96.44083333333334
2021-01-17,"Adilabad, Telangana, India",95,4.439583333333333,13.039166666666667,52.31333333333333,56.18291666666667
2021-01-17,"Karimnagar, Telangana, India",173,13.9125,4.87875,81.87416666666667,91.80791666666666
2021-01-17,"Khammam, Telangana, India",176,5.230833333333334,3.3466666666666667,82.91000000000001,90.94416666666666
2021-01-17,"Nizamabad, Telangana, India",139,4.10125,11.401666666666667,71.5575,77.71291666666667
2021-01-17,"Warangal, Telangana, India",220,11.430833333333332,3.8979166666666667,96.08208333333333,105.99416666666667
2021-01-18,"Adilabad, Telangana, India",111,6.5912500000000005,13.106666666666667,63.30791666666667,68.11833333333333
2021-01-18,"Karimnagar, Telangana, India",177,10.691666666666666,3.7770833333333336,83.16916666666667,93.34916666666666
2021-01-18,"Khammam, Telangana, India",157,6.786666666666667,3.65625,76.9525,85.70083333333334
2021-01-18,"Nizamabad, Telangana, India",166,4.739166666666667,5.028333333333334,79.70041666666667,88.06375
2021-01-18,"Warangal, Telangana, India",177,8.60375,5.367916666666667,83.17583333333333,92.94166666666668
